latitude,longitude
40.8076,-73.93719
40.57629,-73.968544
40.763996,-73.99601
40.847324,-73.90375
40.662945,-73.95379
40.867676,-73.85571
40.76183,-73.98504
40.8746,-73.9097
40.762486,-73.96298
40.84467,-73.9449
40.614086,-74.06614
40.703014,-73.858025
40.763893,-73.915
40.849247,-73.82739
40.71997,-73.992905
40.81184,-73.925766
40.76657,-73.888466
40.716114,-73.81186
40.78597,-73.96885
40.81423,-73.93444
40.77233,-73.958725
40.827827,-73.875175
40.813496,-73.95312
40.641926,-74.07615
40.70504,-73.959045
40.751575,-73.982285
40.766895,-73.921394
40.663517,-73.957214
40.74665,-73.7692
40.702686,-73.92084
40.64906,-73.96084
40.650806,-73.94958
40.68517,-73.88052
40.658295,-73.93109
40.860863,-73.928825
40.76485,-73.88612
40.658604,-73.9517
40.675312,-73.84331
40.86147,-73.925
40.72176,-73.76001
40.691467,-73.8207
40.67641,-74.00104
40.61578,-73.99995
40.666306,-73.79171
40.770573,-73.982155
40.65473,-73.90692
40.791897,-73.96523
40.758976,-73.99394
40.73066,-73.983086
40.618496,-74.010574
40.76656,-73.99043
40.77124,-73.84371
40.75592,-73.98636
40.637196,-74.00779
40.778805,-73.947975
40.644814,-73.90483
40.73018,-73.94238
40.802753,-73.93358
40.817844,-73.94185
40.64869,-73.9548
40.809166,-73.93814
40.752743,-73.97511
40.814686,-73.93085
40.62573,-73.9564
40.83049,-73.90396
40.755566,-73.97515
40.740383,-73.92875
40.77077,-73.91727
40.709896,-73.83941
40.717014,-73.7994
40.807053,-73.90638
40.75582,-73.970764
40.72527,-73.82659
40.719833,-73.82624
40.7535,-73.90492
40.612404,-73.94025
40.76468,-73.9643
40.678585,-73.97901
40.815304,-73.94371
40.76552,-73.97211
40.767185,-73.98997
40.731277,-73.871574
40.758404,-73.844795
40.667,-73.793945
40.694813,-73.98327
40.695908,-73.98322
40.75958,-73.76894
40.84506,-73.916855
40.698433,-73.903366
40.661114,-73.89257
40.859745,-73.8958
40.898632,-73.8548
40.70392,-73.924324
40.655487,-73.90287
40.618973,-74.00523
40.80924,-73.95301
40.76197,-73.92539
40.6754,-73.99745
40.830738,-73.9105
40.671474,-73.93088
40.866154,-73.86155
40.889263,-73.90458
40.860516,-73.9146
40.80297,-73.96387
40.717335,-73.825424
40.665607,-73.9194
40.665733,-73.755585
40.651863,-73.86536
40.749706,-73.99157
40.686207,-73.97417
40.71572,-73.825745
40.63112,-73.9764
40.80682,-73.91749
40.76527,-73.95213
40.677887,-73.89796
40.72766,-74.00316
40.72823,-73.83313
40.680115,-73.75324
40.753128,-73.993614
40.861828,-73.89286
40.848,-73.9403
40.681396,-73.88005
40.676094,-73.86445
40.8444,-73.90159
40.71599,-73.87209
40.758205,-73.777405
40.803123,-73.94045
40.652447,-73.92561
40.87084,-73.83824
40.663517,-73.957214
40.68383,-73.932236
40.74541,-73.85543
40.778606,-73.98163
40.770718,-73.87887
40.694557,-73.906555
40.750965,-73.94027
40.76889,-73.9821
40.80576,-73.944786
40.625587,-74.07748
40.60307,-74.01667
40.820305,-73.89083
40.823902,-73.87451
40.65136,-73.86971
40.67942,-73.96823
40.830395,-73.93637
40.76943,-73.91025
40.560745,-73.91106
40.747066,-73.97925
40.642673,-73.90869
40.77673,-73.97929
40.71928,-73.99638
40.693703,-73.90505
40.641224,-74.020996
40.82916,-73.86289
40.781666,-73.986694
40.70313,-73.816795
40.726795,-73.78576
40.858788,-73.92291
40.785866,-73.950935
40.737682,-73.85206
40.671448,-73.78943
40.696003,-73.899635
40.762146,-73.83465
40.7542,-73.813354
40.733448,-73.870056
40.684742,-73.86081
40.759884,-73.9368
40.748245,-73.976295
40.703114,-73.921585
40.849167,-73.92393
40.75513,-73.86325
40.828094,-73.85203
40.77656,-73.95271
40.681686,-73.871574
40.72179,-73.99986
40.813614,-73.915726
40.768875,-73.90852
40.747334,-73.73681
40.757755,-73.79304
40.769318,-73.8666
40.61565,-74.15709
40.668816,-73.89895
40.69334,-73.96689
40.6826,-73.79993
40.696033,-73.98453
40.840206,-73.91015
40.7628,-73.795975
40.83114,-73.879776
40.624985,-73.963104
40.674553,-73.90566
40.802914,-73.92029
40.592846,-73.79616
40.734936,-73.98151
40.871944,-73.84777
40.688942,-73.923935
40.856403,-73.9073
40.738373,-73.86008
40.70722,-74.00747
40.71334,-74.00921
40.725975,-73.7575
40.846153,-73.932335
40.585133,-73.954544
40.730377,-73.98638
40.777252,-73.89799
40.689133,-73.82086
40.695034,-73.74401
40.70502,-73.9078
40.752316,-73.8324
40.75776,-73.7834
40.619984,-73.96427
40.614193,-73.8972
40.676605,-73.91591
40.691578,-73.74099
40.757656,-73.78229
40.859303,-73.89884
40.747234,-73.99337
40.67767,-73.80334
40.608433,-74.15544
40.750587,-73.99091
40.672066,-73.990524
40.71015,-73.96302
40.725937,-74.01103
40.669098,-73.93666
40.70981,-73.99178
40.768726,-73.87056
40.73779,-73.99374
40.62418,-73.97048
40.75482,-73.84499
40.70277,-73.82608
40.705288,-73.889496
40.736877,-73.90748
40.83147,-73.94678
40.81782,-73.915276
40.605217,-74.00838
40.744892,-73.77022
40.763664,-73.95609
40.783245,-73.94473
40.577545,-73.99789
40.701824,-73.7363
40.729473,-73.86549
40.709404,-74.01483
40.74657,-73.88375
40.75991,-73.95882
40.647793,-73.8861
40.763428,-73.96522
40.744522,-73.98695
40.622013,-73.94571
40.65399,-73.96415
40.76879,-73.7747
40.630745,-73.97717
40.77225,-73.79765
40.753475,-73.99254
40.633904,-73.99329
40.67657,-73.94431
40.674107,-73.8484
40.630577,-74.00751
40.687943,-73.98141
40.70862,-73.95848
40.676647,-73.91647
40.76635,-73.88756
40.87686,-73.87974
40.76565,-73.90358
40.712585,-73.88084
40.69808,-73.92536
40.885216,-73.87937
40.720978,-73.8383
40.74675,-73.89233
40.760536,-73.95836
40.758976,-73.99394
40.745846,-73.97638
40.66041,-73.93424
40.779488,-73.920135
40.70975,-73.79562
40.54697,-74.15305
40.677155,-73.88773
40.70027,-73.811935
40.671062,-73.731125
40.742893,-73.77919
40.708115,-74.00877
40.88333,-73.836784
40.65218,-74.00996
40.821167,-73.90775
40.730286,-73.8508
40.807087,-73.94178
40.692463,-73.81082
40.72823,-73.83313
40.838013,-73.94069
40.69125,-73.85087
40.723022,-73.99882
40.678486,-74.006195
40.85638,-73.82631
40.7343,-73.7552
40.756798,-73.81591
40.682938,-73.86717
40.62178,-73.9479
40.667454,-73.89475
40.69317,-73.74483
40.64465,-73.87822
40.68438,-73.94702
40.743473,-73.97677
40.750248,-73.98293
40.864807,-73.91937
40.70983,-74.01468
40.77539,-73.800995
40.84077,-73.93625
40.688995,-73.78581
40.644535,-73.97033
40.690163,-73.98711
40.75578,-74.00199
40.57788,-73.99476
40.74608,-73.974945
40.720932,-73.74378
40.758373,-73.748886
40.678963,-73.94965
40.8746,-73.9097
40.74967,-73.99531
40.68857,-73.8757
40.616936,-74.02372
40.77358,-73.91381
40.68122,-73.98047
40.583057,-73.973114
40.713203,-73.98389
40.718887,-73.8416
40.76077,-73.87209
40.76348,-73.96728
40.667847,-73.99404
40.666256,-73.900215
40.661148,-73.945496
40.77428,-73.97738
40.760822,-73.99832
40.583652,-73.94356
40.616295,-73.92991
40.759308,-73.9653
40.818405,-73.91673
40.86531,-73.90333
40.602016,-73.96377
40.691643,-73.84172
40.740337,-73.93635
40.65923,-73.89329
40.76001,-73.8786
40.683376,-73.76043
40.58667,-73.966156
40.69577,-73.74746
40.66618,-73.74059
40.744026,-73.92616
40.611687,-74.07864
40.67911,-73.880615
40.65371,-73.89246
40.735546,-73.992546
40.737785,-73.93496
40.769028,-73.92242
40.7925,-73.94477
40.60442,-73.81984
40.686085,-73.982666
40.741608,-73.88295
40.615383,-73.92891
40.695766,-73.78497
40.71844,-73.99876
40.65217,-73.96141
40.786674,-73.95033
40.810764,-73.9526
40.738194,-73.8492
40.740852,-73.91632
40.668293,-73.97924
40.651733,-73.93039
40.65477,-74.00708
40.81021,-73.90208
40.69616,-73.78426
40.63552,-74.0167
40.71976,-73.94476
40.602295,-73.752174
40.685635,-73.929596
40.71975,-73.992165
40.771576,-73.87616
40.637657,-73.89687
40.83625,-73.82022
40.62453,-74.140686
40.80363,-73.95348
40.6871,-73.92989
40.817844,-73.94185
40.782055,-73.95373
40.877544,-73.86166
40.638023,-73.89439
40.680973,-73.86768
40.729958,-73.91913
40.75667,-73.828804
40.677204,-73.82579
40.701103,-73.92239
40.6078,-73.81932
40.746296,-73.93041
40.833843,-73.94851
40.75898,-73.99595
40.679653,-73.77724
40.863415,-73.92314
40.57094,-74.12218
40.73428,-73.98037
40.83489,-73.8663
40.66899,-73.99641
40.66303,-73.991684
40.70892,-73.99706
40.753998,-73.94244
40.681778,-73.78156
40.766834,-73.89666
40.67414,-73.96558
40.704113,-73.91587
40.736923,-74.0032
40.815685,-73.9583
40.7561,-73.86251
40.75523,-73.93519
40.724583,-73.98751
40.847458,-73.944244
40.666218,-73.97885
40.710827,-73.77066
40.742985,-73.99702
40.749336,-73.85015
40.571697,-73.86446
40.763744,-73.82893
40.722233,-73.90135
40.83923,-73.94555
40.7212,-74.00035
40.77012,-73.95741
40.69782,-73.927826
40.666756,-73.83653
40.68789,-73.90724
40.746193,-73.86868
40.696033,-73.98453
40.6788,-73.97884
40.736546,-73.98905
40.827057,-73.95202
40.65594,-73.95515
40.743637,-73.71838
40.716084,-74.001434
40.688515,-73.99294
40.861862,-73.91282
40.7936,-73.94741
40.90167,-73.90612
40.642796,-74.00197
40.701527,-73.98957
40.740223,-73.942635
40.773033,-73.98221
40.72787,-73.92913
40.626568,-73.970924
40.763893,-73.915
40.69369,-73.93121
40.762184,-73.949585
40.898006,-73.861115
40.752026,-73.92989
40.654705,-74.00731
40.864002,-73.834045
40.73883,-73.983154
40.66922,-73.9387
40.645103,-74.01033
40.70159,-73.94875
40.84299,-73.82625
40.844116,-73.89857
40.6338,-73.8897
40.68821,-73.96583
40.71768,-73.94824
40.6665,-73.9962
40.75906,-73.97262
40.62621,-73.927666
40.670296,-73.997604
40.851315,-73.91728
40.74276,-73.70243
40.68005,-73.95466
40.6545,-73.88222
40.60461,-73.99826
40.82634,-73.88247
40.68399,-73.89004
40.68839,-73.85386
40.734566,-73.72269
40.770554,-73.83551
40.746075,-73.86408
40.680687,-73.84459
40.859745,-73.8958
40.729298,-73.9919
40.612736,-74.01172
40.756138,-73.98318
40.88008,-73.86263
40.86536,-73.87043
40.624653,-73.99933
40.71814,-73.91665
40.586117,-73.93604
40.76735,-73.98436
40.585976,-73.98799
40.739708,-73.7753
40.730434,-73.875595
40.715828,-73.964836
40.690926,-73.92066
40.682644,-73.97175
40.722584,-74.00636
40.66926,-73.9812
40.69319,-73.89575
40.624596,-73.9445
40.742252,-74.00071
40.518314,-74.23961
40.6685,-73.93671
40.650272,-73.959595
40.61608,-74.15287
40.713,-73.78237
40.743824,-73.987915
40.81768,-73.92975
40.764126,-73.88194
40.618233,-73.99484
40.63795,-74.14479
40.820854,-73.870605
40.828224,-73.908615
40.76974,-73.982124
40.512028,-74.24976
40.61526,-73.90484
40.70871,-73.83649
40.792244,-73.94419
40.764267,-73.722946
40.881264,-73.83875
40.667236,-73.770004
40.69792,-73.92674
40.636982,-74.004425
40.608376,-74.00909
40.74284,-74.00028
40.847897,-73.94523
40.665466,-73.985596
40.580147,-73.9693
40.6647,-73.87149
40.813755,-73.953094
40.58392,-73.83093
40.611427,-74.116844
40.638847,-73.94831
40.759308,-73.9653
40.687065,-73.9433
40.709694,-73.79352
40.86935,-73.88368
40.742653,-73.998055
40.664333,-73.79119
40.620686,-74.01421
40.7154,-73.80289
40.720943,-73.98412
40.696033,-73.98453
40.632435,-73.88818
40.640583,-73.91894
40.71245,-73.91853
40.70316,-73.73232
40.83569,-73.86857
40.730015,-73.82348
40.560776,-74.16273
40.60352,-74.01152
40.731148,-73.89526
40.676155,-73.75566
40.813175,-73.89845
40.794487,-73.946754
40.630604,-74.02816
40.632107,-74.00703
40.755352,-73.98374
40.739693,-73.84598
40.721756,-73.98752
40.78202,-73.97173
40.694588,-73.79347
40.771023,-73.95365
40.763466,-73.99282
40.6266,-74.16119
40.6221,-73.925255
40.656944,-73.76878
40.640583,-73.95573
40.655212,-73.93272
40.71836,-73.958595
40.672573,-73.99009
40.84115,-73.942696
40.689144,-73.99071
40.842422,-73.928185
40.838924,-73.831055
40.66496,-73.82226
40.769333,-73.841736
40.591022,-73.949844
40.84494,-73.92044
40.584343,-73.962
40.745243,-73.9848
40.672314,-73.893036
40.806915,-73.93557
40.810627,-73.95828
40.690655,-73.889175
40.814423,-73.93011
40.611256,-73.974525
40.80789,-73.852844
40.825367,-73.90758
40.838306,-73.82893
40.812008,-73.951515
40.64479,-74.01433
40.770428,-73.875465
40.60548,-73.93922
40.703934,-73.959854
40.766396,-73.78092
40.67189,-73.895874
40.650764,-73.88481
40.624912,-74.146706
40.61246,-74.069336
40.879887,-73.85513
40.880272,-73.83404
40.88155,-73.9065
40.640537,-73.98008
40.82474,-73.899536
40.607655,-74.01703
40.81847,-73.9414
40.733536,-73.87035
40.713135,-73.87528
40.583042,-74.096176
40.75452,-73.94912
40.631668,-73.99563
40.75645,-73.97032
40.80755,-73.95291
40.57554,-73.979645
40.728474,-73.882614
40.64437,-73.93061
40.88237,-73.89728
40.643425,-73.94588
40.783722,-73.80864
40.879055,-73.87439
40.735798,-73.976105
40.762184,-73.993614
40.66496,-73.82226
40.637337,-74.00047
40.67624,-73.866104
40.591106,-73.96513
40.838997,-73.91073
40.57307,-74.087685
40.60247,-73.94425
40.837154,-73.917854
40.699512,-73.81461
40.83879,-73.88535
40.69773,-73.81409
40.73484,-73.89426
40.737137,-73.70923
40.666153,-73.89542
40.809196,-73.95187
40.625378,-74.00215
40.65106,-73.8971
40.816555,-73.91677
40.77359,-73.913826
40.80114,-73.93769
40.691227,-73.98214
40.7124,-73.95136
40.841293,-73.8828
40.802074,-73.93407
40.760742,-73.9228
40.627743,-73.98493
40.71058,-73.87064
40.83329,-73.894196
40.841175,-73.84106
40.86341,-73.93001
40.878212,-73.84115
40.833443,-73.858864
40.762394,-73.97861
40.70993,-74.00987
40.695892,-73.74697
40.763515,-73.9142
40.684937,-73.91014
40.86593,-73.90286
40.668415,-73.91042
40.834255,-73.89484
40.81801,-73.96149
40.75765,-73.825195
40.82942,-73.91226
40.73456,-73.89324
40.88155,-73.9065
40.746174,-73.82473
40.682358,-73.79376
40.83661,-73.92234
40.746033,-73.93441
40.80578,-73.877304
40.755596,-73.91291
40.728065,-73.99896
40.877308,-73.859505
40.69015,-73.92934
40.736847,-73.8067
40.73204,-73.87034
40.787163,-73.97169
40.603886,-74.00618
40.854115,-73.89091
40.665257,-73.739555
40.637676,-73.8925
40.818726,-73.85019
40.715927,-73.80889
40.704422,-73.792854
40.749542,-73.86967
40.760956,-73.93576
40.648354,-73.91001
40.737785,-73.93496
40.70295,-73.858536
40.8262,-73.821686
40.85306,-73.931
40.760296,-73.86708
40.78519,-73.94934
40.758743,-73.797615
40.869495,-73.82619
40.84029,-73.91436
40.679287,-73.86914
40.66798,-73.893845
40.636234,-73.99443
40.751442,-73.97606
40.66845,-73.99354
40.735634,-73.87602
40.67752,-73.88628
40.813255,-73.93028
40.85173,-73.85992
40.757183,-73.83396
40.631626,-74.117615
40.637436,-74.02193
40.856487,-73.872406
40.844643,-73.90578
40.723648,-73.99103
40.69407,-73.82802
40.717762,-73.98517
40.64759,-74.01142
40.644146,-73.99818
40.681046,-73.77599
40.82049,-73.92266
40.88254,-73.826965
40.677208,-73.89723
40.67221,-73.92802
40.699425,-73.90128
40.74286,-74.00582
40.707737,-73.95837
40.62817,-73.94273
40.662693,-73.9345
40.700737,-73.99499
40.821167,-73.91356
40.595707,-73.97932
40.704742,-73.86016
40.84691,-73.93824
40.718792,-73.98902
40.58154,-73.98465
40.817875,-73.89333
40.84226,-73.87228
40.595802,-73.772835
40.702595,-73.8553
40.61652,-73.98586
40.59952,-73.73883
40.560764,-73.92029
40.640648,-73.953316
40.736774,-73.80475
40.769432,-73.91217
40.6733,-73.90392
40.73832,-73.70374
40.67619,-73.9081
40.67213,-73.801285
40.707123,-73.7391
40.82684,-73.916245
40.684105,-73.794624
40.76085,-73.923004
40.7201,-73.98402
40.598553,-73.997345
40.665176,-73.89122
40.62783,-74.02928
40.728912,-74.0086
40.687275,-73.97916
40.829098,-73.836494
40.75979,-73.84527
40.71991,-73.7622
40.83341,-73.91301
40.62254,-74.0337
40.678364,-73.77949
40.68046,-73.84309
40.720825,-73.98797
40.66252,-73.84071
40.595,-73.795364
40.736385,-73.85905
40.655518,-74.00644
40.651733,-73.93039
40.874992,-73.81846
40.672115,-73.92639
40.83302,-73.862724
40.611103,-73.98608
40.659103,-73.92566
40.841103,-73.84761
40.71032,-73.84998
40.86539,-73.88684
40.717785,-73.76249
40.72992,-73.74243
40.66779,-73.99215
40.84518,-73.91417
40.691555,-73.93677
40.702473,-73.79993
40.633564,-74.01595
40.84518,-73.91417
40.71148,-73.9456
40.773808,-73.8929
40.616707,-73.97846
40.789497,-73.88413
40.732323,-73.87794
40.66252,-73.84071
40.629505,-73.94416
40.764263,-73.983
40.731377,-73.973724
40.699512,-73.81461
40.750195,-73.939835
40.665348,-73.72986
40.69299,-73.95583
40.851658,-73.921394
40.830723,-73.849
40.677338,-73.927536
40.63396,-74.01476
40.65971,-73.76364
40.812508,-73.9521
40.74359,-73.92242
40.69832,-73.962265
40.576572,-73.976494
40.674397,-73.896515
40.72948,-73.9721
40.684166,-73.92931
40.74457,-73.731575
40.82325,-73.88277
40.721172,-73.99658
40.686504,-73.874954
40.66551,-73.992775
40.727226,-73.71051
40.705025,-73.81703
40.865925,-73.88594
40.722984,-73.95136
40.73603,-73.99781
40.768913,-73.88873
40.710175,-74.001144
40.761093,-73.98327
40.75365,-73.88573
40.68857,-73.8757
40.699596,-73.7632
40.84869,-73.90329
40.840305,-73.86742
40.763893,-73.915
40.719288,-73.80398
40.758476,-73.96544
40.612736,-74.01172
40.65008,-73.96101
40.845104,-73.91494
40.63113,-74.02638
40.899246,-73.84609
40.751816,-73.99744
40.757233,-73.9898
40.676693,-74.0021
40.737194,-73.97447
40.75587,-73.972824
40.688168,-73.809944
40.666348,-73.76093
